attribute_0,symboling,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,compression-ratio,city-mpg,highway-mpg,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,normalized-losses,num-of-doors,bore,stroke,peak-rpm,class,price
131,2.0,99.1,186.6,66.5,56.1,2758.0,4,121.0,9.3,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,104.0,4.0,3.54,3.07,5250.0,110.0,15510
132,3.0,99.1,186.6,66.5,56.1,2808.0,4,121.0,9.0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,150.0,2.0,3.54,3.07,5500.0,160.0,18150
133,2.0,99.1,186.6,66.5,56.1,2847.0,4,121.0,9.0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,104.0,4.0,3.54,3.07,5500.0,160.0,18620
134,2.0,93.7,156.9,63.4,53.7,2050.0,4,97.0,9.0,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,83.0,2.0,3.62,2.36,4900.0,69.0,5118
135,2.0,93.7,157.9,63.6,53.7,2120.0,4,108.0,8.7,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,83.0,2.0,3.62,2.64,4400.0,73.0,7053
136,2.0,93.3,157.3,63.8,55.7,2240.0,4,108.0,8.7,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,83.0,2.0,3.62,2.64,4400.0,73.0,7603
137,0.0,97.2,172.0,65.4,52.5,2145.0,4,108.0,9.5,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,102.0,4.0,3.62,2.64,4800.0,82.0,7126
138,0.0,97.2,172.0,65.4,52.5,2190.0,4,108.0,9.5,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,102.0,4.0,3.62,2.64,4400.0,82.0,7775
139,0.0,97.2,172.0,65.4,52.5,2340.0,4,108.0,9.0,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,102.0,4.0,3.62,2.64,5200.0,94.0,9960
140,0.0,97.0,172.0,65.4,54.3,2385.0,4,108.0,9.0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,102.0,4.0,3.62,2.64,4800.0,82.0,9233
141,0.0,97.0,172.0,65.4,54.3,2510.0,4,108.0,7.7,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,102.0,4.0,3.62,2.64,4800.0,111.0,11259
142,0.0,97.0,173.5,65.4,53.0,2290.0,4,108.0,9.0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,89.0,4.0,3.62,2.64,4800.0,82.0,7463
143,0.0,97.0,173.5,65.4,53.0,2455.0,4,108.0,9.0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,89.0,4.0,3.62,2.64,5200.0,94.0,10198
144,0.0,96.9,173.6,65.4,54.9,2420.0,4,108.0,9.0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,85.0,4.0,3.62,2.64,4800.0,82.0,8013
145,0.0,96.9,173.6,65.4,54.9,2650.0,4,108.0,7.7,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85.0,4.0,3.62,2.64,4800.0,111.0,11694
146,1.0,95.7,158.7,63.6,54.5,1985.0,4,92.0,9.0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,87.0,2.0,3.05,3.03,4800.0,62.0,5348
147,1.0,95.7,158.7,63.6,54.5,2040.0,4,92.0,9.0,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,87.0,2.0,3.05,3.03,4800.0,62.0,6338
148,1.0,95.7,158.7,63.6,54.5,2015.0,4,92.0,9.0,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,74.0,4.0,3.05,3.03,4800.0,62.0,6488
149,0.0,95.7,169.7,63.6,59.1,2280.0,4,92.0,9.0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,77.0,4.0,3.05,3.03,4800.0,62.0,6918
150,0.0,95.7,169.7,63.6,59.1,2290.0,4,92.0,9.0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,81.0,4.0,3.05,3.03,4800.0,62.0,7898
151,0.0,95.7,169.7,63.6,59.1,3110.0,4,92.0,9.0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.05,3.03,4800.0,62.0,8778
152,0.0,95.7,166.3,64.4,53.0,2081.0,4,98.0,9.0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.19,3.03,4800.0,70.0,6938
153,0.0,95.7,166.3,64.4,52.8,2109.0,4,98.0,9.0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.19,3.03,4800.0,70.0,7198
154,0.0,95.7,166.3,64.4,53.0,2275.0,4,110.0,22.5,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,91.0,4.0,3.27,3.35,4500.0,56.0,7898
155,0.0,95.7,166.3,64.4,52.8,2275.0,4,110.0,22.5,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,91.0,4.0,3.27,3.35,4500.0,56.0,7788
156,0.0,95.7,166.3,64.4,53.0,2094.0,4,98.0,9.0,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.19,3.03,4800.0,70.0,7738
157,0.0,95.7,166.3,64.4,52.8,2122.0,4,98.0,9.0,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.19,3.03,4800.0,70.0,8358
158,0.0,95.7,166.3,64.4,52.8,2140.0,4,98.0,9.0,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,91.0,4.0,3.19,3.03,4800.0,70.0,9258
159,1.0,94.5,168.7,64.0,52.6,2169.0,4,98.0,9.0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,168.0,2.0,3.19,3.03,4800.0,70.0,8058
160,1.0,94.5,168.7,64.0,52.6,2204.0,4,98.0,9.0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,168.0,2.0,3.19,3.03,4800.0,70.0,8238
161,1.0,94.5,168.7,64.0,52.6,2265.0,4,98.0,9.4,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,168.0,2.0,3.24,3.08,6600.0,112.0,9298
162,1.0,94.5,168.7,64.0,52.6,2300.0,4,98.0,9.4,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,168.0,2.0,3.24,3.08,6600.0,112.0,9538
163,2.0,98.4,176.2,65.6,52.0,2540.0,4,146.0,9.3,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134.0,2.0,3.62,3.5,4800.0,116.0,8449
164,2.0,98.4,176.2,65.6,52.0,2536.0,4,146.0,9.3,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134.0,2.0,3.62,3.5,4800.0,116.0,9639
165,2.0,98.4,176.2,65.6,52.0,2551.0,4,146.0,9.3,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134.0,2.0,3.62,3.5,4800.0,116.0,9989
166,2.0,98.4,176.2,65.6,52.0,2679.0,4,146.0,9.3,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134.0,2.0,3.62,3.5,4800.0,116.0,11199
167,2.0,98.4,176.2,65.6,52.0,2714.0,4,146.0,9.3,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134.0,2.0,3.62,3.5,4800.0,116.0,11549
168,2.0,98.4,176.2,65.6,53.0,2975.0,4,146.0,9.3,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,134.0,2.0,3.62,3.5,4800.0,116.0,17669
169,-1.0,102.4,175.6,66.5,54.9,2326.0,4,122.0,8.7,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,65.0,4.0,3.31,3.54,4200.0,92.0,8948
170,-1.0,102.4,175.6,66.5,54.9,2480.0,4,110.0,22.5,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,65.0,4.0,3.27,3.35,4500.0,73.0,10698
171,-1.0,102.4,175.6,66.5,53.9,2414.0,4,122.0,8.7,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,65.0,4.0,3.31,3.54,4200.0,92.0,9988
172,-1.0,102.4,175.6,66.5,54.9,2414.0,4,122.0,8.7,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,65.0,4.0,3.31,3.54,4200.0,92.0,10898
173,-1.0,102.4,175.6,66.5,53.9,2458.0,4,122.0,8.7,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,65.0,4.0,3.31,3.54,4200.0,92.0,11248
174,3.0,102.9,183.5,67.7,52.0,2976.0,6,171.0,9.3,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,197.0,2.0,3.27,3.35,5200.0,161.0,16558
175,3.0,102.9,183.5,67.7,52.0,3016.0,6,171.0,9.3,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,197.0,2.0,3.27,3.35,5200.0,161.0,15998
176,-1.0,104.5,187.8,66.5,54.1,3131.0,6,171.0,9.2,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90.0,4.0,3.27,3.35,5200.0,156.0,15690
177,-1.0,104.5,187.8,66.5,54.1,3151.0,6,161.0,9.2,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,122.0,4.0,3.27,3.35,5200.0,156.0,15750
178,2.0,97.3,171.7,65.5,55.7,2261.0,4,97.0,23.0,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,122.0,2.0,3.01,3.4,4800.0,52.0,7775
179,2.0,97.3,171.7,65.5,55.7,2209.0,4,109.0,9.0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122.0,2.0,3.19,3.4,5250.0,85.0,7975
180,2.0,97.3,171.7,65.5,55.7,2264.0,4,97.0,23.0,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,94.0,4.0,3.01,3.4,4800.0,52.0,7995
181,2.0,97.3,171.7,65.5,55.7,2212.0,4,109.0,9.0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,94.0,4.0,3.19,3.4,5250.0,85.0,8195
182,2.0,97.3,171.7,65.5,55.7,2275.0,4,109.0,9.0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,94.0,4.0,3.19,3.4,5250.0,85.0,8495
183,2.0,97.3,171.7,65.5,55.7,2319.0,4,97.0,23.0,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,94.0,4.0,3.01,3.4,4500.0,68.0,9495
184,2.0,97.3,171.7,65.5,55.7,2300.0,4,109.0,10.0,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,94.0,4.0,3.19,3.4,5500.0,100.0,9995
185,3.0,94.5,159.3,64.2,55.6,2254.0,4,109.0,8.5,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122.0,2.0,3.19,3.4,5500.0,90.0,11595
186,3.0,94.5,165.7,64.0,51.4,2221.0,4,109.0,8.5,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,256.0,2.0,3.19,3.4,5500.0,90.0,9980
187,0.0,100.4,180.2,66.9,55.1,2661.0,5,136.0,8.5,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122.0,4.0,3.19,3.4,5500.0,110.0,13295
188,0.0,100.4,180.2,66.9,55.1,2579.0,4,97.0,23.0,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,122.0,4.0,3.01,3.4,4500.0,68.0,13845
189,0.0,100.4,183.1,66.9,55.1,2563.0,4,109.0,9.0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,122.0,4.0,3.19,3.4,5500.0,88.0,12290
190,-2.0,104.3,188.8,67.2,56.2,2912.0,4,141.0,9.5,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,103.0,4.0,3.78,3.15,5400.0,114.0,12940
191,-1.0,104.3,188.8,67.2,57.5,3034.0,4,141.0,9.5,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,74.0,4.0,3.78,3.15,5400.0,114.0,13415
192,-2.0,104.3,188.8,67.2,56.2,2935.0,4,141.0,9.5,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,103.0,4.0,3.78,3.15,5400.0,114.0,15985
193,-1.0,104.3,188.8,67.2,57.5,3042.0,4,141.0,9.5,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,74.0,4.0,3.78,3.15,5400.0,114.0,16515
194,-2.0,104.3,188.8,67.2,56.2,3045.0,4,130.0,7.5,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,103.0,4.0,3.62,3.15,5100.0,162.0,18420
195,-1.0,104.3,188.8,67.2,57.5,3157.0,4,130.0,7.5,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,74.0,4.0,3.62,3.15,5100.0,162.0,18950
196,-1.0,109.1,188.8,68.9,55.5,2952.0,4,141.0,9.5,23,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,95.0,4.0,3.78,3.15,5400.0,114.0,16845
197,-1.0,109.1,188.8,68.8,55.5,3049.0,4,141.0,8.7,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,95.0,4.0,3.78,3.15,5300.0,160.0,19045
198,-1.0,109.1,188.8,68.9,55.5,3012.0,6,173.0,8.8,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,95.0,4.0,3.58,2.87,5500.0,134.0,21485
199,-1.0,109.1,188.8,68.9,55.5,3217.0,6,145.0,23.0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,95.0,4.0,3.01,3.4,4800.0,106.0,22470
200,-1.0,109.1,188.8,68.9,55.5,3062.0,4,141.0,9.5,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,95.0,4.0,3.78,3.15,5400.0,114.0,22625
